Price,Date,Zip_Code,Address,ABC,EFG,X,County,Area,Area1
464995,19/01/2016,SE10 0GP,17,FLAT 102,BESSEMER PLACE,,LONDON,GREENWICH,GREATER LONDON
389500,15/01/2016,SW15 2DU,121,APARTMENT 26,UPPER RICHMOND ROAD,,LONDON,WANDSWORTH,GREATER LONDON
327000,21/01/2016,E7 8BN,24,,SYLVAN ROAD,,LONDON,NEWHAM,GREATER LONDON
715400,18/01/2016,SW8 5AF,"AMBASSADOR BUILDING, 5",APARTMENT B115,NEW UNION SQUARE,,LONDON,WANDSWORTH,GREATER LONDON
427500,26/01/2016,SE10 0GQ,15,FLAT 114,BESSEMER PLACE,,LONDON,GREENWICH,GREATER LONDON
450000,27/01/2016,SE10 0SP,120,,BLACKWALL LANE,,LONDON,GREENWICH,GREATER LONDON
303800,29/01/2016,SE10 0GQ,15,FLAT 132,BESSEMER PLACE,,LONDON,GREENWICH,GREATER LONDON
132000,14/01/2016,SE5 0XS,PALGRAVE HOUSE,FLAT 42,WYNDHAM ESTATE,,LONDON,SOUTHWARK,GREATER LONDON
350000,12/02/2016,SE5 0PW,4,,GLENFINLAS WAY,,LONDON,SOUTHWARK,GREATER LONDON
1605000,02/02/2016,SE15 1LE,SANDGATE TRADING ESTATE,UNIT 6,SANDGATE STREET,,LONDON,SOUTHWARK,GREATER LONDON
340000,09/02/2016,SE26 4NL,236,,KIRKDALE,SYDENHAM,LONDON,LEWISHAM,GREATER LONDON
440000,25/01/2016,EN5 2DN,40,,BARNET LANE,,BARNET,BARNET,GREATER LONDON
725000,19/01/2016,KT3 5BX,75,,GREEN LANE,,NEW MALDEN,KINGSTON UPON THAMES,GREATER LONDON
104000,15/02/2016,HA4 6QS,291,,WEST END ROAD,,RUISLIP,HILLINGDON,GREATER LONDON
750000,01/02/2016,UB10 8QB,14,,SWAKELEYS DRIVE,ICKENHAM,UXBRIDGE,HILLINGDON,GREATER LONDON
57650000,10/02/2016,SW11 3SA,HOMEBASE LTD,,YORK ROAD,,LONDON,WANDSWORTH,GREATER LONDON
265000,10/02/2016,SE13 5HJ,"APPLE TREE COURT, 6",FLAT 1,WISTERIA ROAD,,LONDON,LEWISHAM,GREATER LONDON
360000,15/01/2016,SW16 6ND,80,,DAHOMEY ROAD,,LONDON,WANDSWORTH,GREATER LONDON
1100000,18/01/2016,SW19 5HR,13,,NEWSTEAD WAY,,LONDON,MERTON,GREATER LONDON
210000,25/01/2016,SE19 1UY,HOGARTH COURT,FLAT 19,FOUNTAIN DRIVE,,LONDON,SOUTHWARK,GREATER LONDON
550000,05/01/2016,SE19 2AW,20,,HAMLET ROAD,,LONDON,BROMLEY,GREATER LONDON
282500,29/01/2016,DA17 5AW,41,,COLEMAN ROAD,,BELVEDERE,BEXLEY,GREATER LONDON
254000,28/01/2016,SE18 1EG,99A,,MARMADON ROAD,,LONDON,GREENWICH,GREATER LONDON
240000,12/02/2016,DA1 4EF,64A,FLAT,CRAYFORD HIGH STREET,,DARTFORD,BEXLEY,GREATER LONDON
415000,07/01/2016,CR4 1EH,57,,MALVERN CLOSE,,MITCHAM,MERTON,GREATER LONDON
255000,15/02/2016,BR5 2PW,20,,RAVENSCOURT ROAD,,ORPINGTON,BROMLEY,GREATER LONDON
130000,01/02/2016,SE18 1JQ,154,,PLUMSTEAD HIGH STREET,,LONDON,GREENWICH,GREATER LONDON
465000,01/02/2016,DA7 5AA,13,,BOWNESS ROAD,,BEXLEYHEATH,BEXLEY,GREATER LONDON
385000,26/01/2016,SE6 1UZ,167,,ARDGOWAN ROAD,,LONDON,LEWISHAM,GREATER LONDON
100000,18/01/2016,SE9 1BW,108A,,ELTHAM HIGH STREET,,LONDON,GREENWICH,GREATER LONDON
670000,10/02/2016,SW16 2UX,29,,LEITHCOTE GARDENS,,LONDON,LAMBETH,GREATER LONDON
9980000,15/01/2016,SE1 3PL,47,,TANNER STREET,,LONDON,SOUTHWARK,GREATER LONDON
331000,28/01/2016,SE26 5UA,93,,SYDENHAM ROAD,,LONDON,LEWISHAM,GREATER LONDON
375000,12/02/2016,CR7 6JR,53,,HEADCORN ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON
345000,15/02/2016,KT3 5AW,BERKELEY LODGE,5,SANDAL ROAD,,NEW MALDEN,KINGSTON UPON THAMES,GREATER LONDON
260000,05/02/2016,SE25 4LZ,14,,WESTGATE ROAD,,LONDON,CROYDON,GREATER LONDON
16200000,22/01/2016,SE1 4YB,"COUNTY HOUSE, 190",SECOND AND THIRD FLOOR,GREAT DOVER STREET,,LONDON,SOUTHWARK,GREATER LONDON
350000,29/01/2016,BR3 4AE,29,,LANGLEY ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
1930000,26/01/2016,TW10 6QX,2A,,RICHMOND HILL,,RICHMOND,RICHMOND UPON THAMES,GREATER LONDON
795000,14/01/2016,SE18 5LD,21,,BORGARD ROAD,,LONDON,GREENWICH,GREATER LONDON
355000,12/02/2016,SE9 4TR,41,,PORTLAND ROAD,,LONDON,BROMLEY,GREATER LONDON
600000,11/01/2016,CR4 3BW,260,UNIT 6,CHURCH ROAD,,MITCHAM,MERTON,GREATER LONDON
270000,22/01/2016,SE9 4AN,20,,CATTISTOCK ROAD,,LONDON,BROMLEY,GREATER LONDON
700000,20/01/2016,BR2 6HE,RAVENSCOURT,,WESTERHAM ROAD,,KESTON,BROMLEY,GREATER LONDON
220000,27/01/2016,SE6 1AY,348,FLAT 2,BROWNHILL ROAD,CATFORD,LONDON,LEWISHAM,GREATER LONDON
230000,22/01/2016,BR1 4QG,37,,GOUDHURST ROAD,,BROMLEY,LEWISHAM,GREATER LONDON
464000,11/01/2016,SE4 1SG,19,,RUSHFORD ROAD,,LONDON,LEWISHAM,GREATER LONDON
15250000,03/02/2016,SE1 0DB,53,,GREAT SUFFOLK STREET,,LONDON,SOUTHWARK,GREATER LONDON
280000,28/01/2016,CR0 0DA,50,,CHERTSEY CRESCENT,NEW ADDINGTON,CROYDON,CROYDON,GREATER LONDON
380000,04/02/2016,SE13 5PL,238,,LEE HIGH ROAD,,LONDON,LEWISHAM,GREATER LONDON
150000,10/02/2016,SE25 4BJ,5,FLAT 2,LANCASTER ROAD,,LONDON,CROYDON,GREATER LONDON
315000,08/01/2016,SE6 3HU,34,,PLAYGREEN WAY,BELLINGHAM,LONDON,LEWISHAM,GREATER LONDON
2790000,01/02/2016,SE1 1XF,"TULIP HOUSE, 70",,BOROUGH HIGH STREET,,LONDON,SOUTHWARK,GREATER LONDON
274000,26/01/2016,CR0 3EA,8,,WORTLEY ROAD,,CROYDON,CROYDON,GREATER LONDON
285000,20/01/2016,CR0 0RA,31,,CLAYGATE CRESCENT,NEW ADDINGTON,CROYDON,CROYDON,GREATER LONDON
275000,22/01/2016,CR4 1XS,30,,MONMOUTH CLOSE,,MITCHAM,MERTON,GREATER LONDON
285000,29/01/2016,SM4 6BP,392,,BISHOPSFORD ROAD,,MORDEN,MERTON,GREATER LONDON
600000,11/02/2016,SW4 6BX,150,,CLAPHAM MANOR STREET,,LONDON,LAMBETH,GREATER LONDON
490000,07/01/2016,SW18 2RX,189,,ST ANNS HILL,,LONDON,WANDSWORTH,GREATER LONDON
155000,18/01/2016,SE25 5QA,41,TOP FLOOR FLAT AT,SELHURST ROAD,,LONDON,CROYDON,GREATER LONDON
2875000,05/02/2016,SE1 0ES,45,,GREAT GUILDFORD STREET,,LONDON,SOUTHWARK,GREATER LONDON
427000,11/02/2016,SE24 9AG,221,,NORWOOD ROAD,,LONDON,LAMBETH,GREATER LONDON
318000,29/01/2016,SE5 9NH,"ELMTREE COURT, 56",FLAT 4,VALMAR ROAD,,LONDON,SOUTHWARK,GREATER LONDON
297000,28/01/2016,CR4 1SX,64,,MULHOLLAND CLOSE,,MITCHAM,MERTON,GREATER LONDON
123000,15/02/2016,CR4 3PG,FRENSHAM COURT,FLAT 19,PHIPPS BRIDGE ROAD,,MITCHAM,MERTON,GREATER LONDON
340000,29/01/2016,DA7 4PG,101,,HUDSON ROAD,,BEXLEYHEATH,BEXLEY,GREATER LONDON
325000,28/01/2016,DA8 1BN,"PEMBROKE HOUSE, 1 - 3",,PEMBROKE ROAD,,ERITH,BEXLEY,GREATER LONDON
530000,17/02/2016,SW17 7TW,99,,UPPER TOOTING ROAD,,LONDON,WANDSWORTH,GREATER LONDON
320000,28/01/2016,SE6 1PJ,2,,GILTON ROAD,,LONDON,LEWISHAM,GREATER LONDON
320000,09/02/2016,CR4 3QZ,33,,BOURNE DRIVE,,MITCHAM,MERTON,GREATER LONDON
350000,29/01/2016,BR2 8EW,56,,SUNRAY AVENUE,,BROMLEY,BROMLEY,GREATER LONDON
290000,18/01/2016,SE28 8HY,50,,LINNET CLOSE,,LONDON,GREENWICH,GREATER LONDON
800000,27/01/2016,SE13 6JZ,282B,,LEWISHAM HIGH STREET,,LONDON,LEWISHAM,GREATER LONDON
330000,05/02/2016,SE6 3TB,32,,KNAPMILL ROAD,BELLINGHAM,LONDON,LEWISHAM,GREATER LONDON
400000,20/01/2016,SW16 5QW,35,,TURLE ROAD,,LONDON,CROYDON,GREATER LONDON
250000,18/01/2016,SM4 4RZ,421A,,LYNMOUTH AVENUE,,MORDEN,MERTON,GREATER LONDON
270000,22/01/2016,CR4 1XT,4,,MONTGOMERY CLOSE,,MITCHAM,MERTON,GREATER LONDON
350000,13/01/2016,CR0 2TA,32A,,LONDON ROAD,,CROYDON,CROYDON,GREATER LONDON
296000,15/01/2016,CR0 0NY,22,,GRENVILLE ROAD,NEW ADDINGTON,CROYDON,CROYDON,GREATER LONDON
450000,28/01/2016,SE15 2BG,119,,KIRKWOOD ROAD,,LONDON,SOUTHWARK,GREATER LONDON
181500,09/02/2016,DA17 5RS,16,,HALIFIELD DRIVE,,BELVEDERE,BEXLEY,GREATER LONDON
320000,22/02/2016,DA16 3NB,8,,KEATS ROAD,,WELLING,BEXLEY,GREATER LONDON
1700000,25/01/2016,CR8 2YU,24,,WHYTECLIFFE ROAD,,PURLEY,CROYDON,GREATER LONDON
215000,08/01/2016,SE25 6LA,1,FIRST FLOOR FLAT AT,PARK ROAD,,LONDON,CROYDON,GREATER LONDON
315000,18/02/2016,BR5 2BZ,10,,EAST DRIVE,,ORPINGTON,BROMLEY,GREATER LONDON
289000,17/02/2016,DA7 6RD,27,,EVERSLEY AVENUE,,BEXLEYHEATH,BEXLEY,GREATER LONDON
370000,01/02/2016,CR7 7BZ,105,,KYNASTON AVENUE,,THORNTON HEATH,CROYDON,GREATER LONDON
2360963,06/01/2016,BR7 6RP,GOLF PARK DEVELOPMENTS LTD,,SIDCUP BY  PASS,,CHISLEHURST,BROMLEY,GREATER LONDON
188000,06/01/2016,CR0 8JD,39,,SHRUBLANDS AVENUE,,CROYDON,CROYDON,GREATER LONDON
300000,01/02/2016,CR0 6NR,18,,PAGEHURST ROAD,,CROYDON,CROYDON,GREATER LONDON
3300000,15/01/2016,SW20 0JP,7,,PROSPECT PLACE,,LONDON,MERTON,GREATER LONDON
285000,29/01/2016,SM2 6PJ,"PAMIR COURT, 36",13,WORCESTER ROAD,,SUTTON,SUTTON,GREATER LONDON
610000,05/02/2016,SW19 1SD,221 - 223,GROUND FLOOR PREMISES,THE BROADWAY,,LONDON,MERTON,GREATER LONDON
130000,22/01/2016,CR7 8HW,"APRIL COURT, 107",FLAT 1,NORTHWOOD ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON
364000,22/01/2016,CR5 2RB,31,,CHIPSTEAD VALLEY ROAD,,COULSDON,CROYDON,GREATER LONDON
1000,22/01/2016,CR5 2RB,31A - 31B,,CHIPSTEAD VALLEY ROAD,,COULSDON,CROYDON,GREATER LONDON
825000,26/01/2016,SE5 9QY,60,,KNATCHBULL ROAD,,LONDON,LAMBETH,GREATER LONDON
215000,22/01/2016,KT6 7EL,462,FIRST FLOOR FLAT,EWELL ROAD,TOLWORTH,SURBITON,KINGSTON UPON THAMES,GREATER LONDON
335000,18/01/2016,CR7 7EL,12,,LAKEHALL GARDENS,,THORNTON HEATH,CROYDON,GREATER LONDON
150000,21/01/2016,BR2 7BY,THE BOWLING GREEN AND CLUB HOUSE,,WEST COMMON ROAD,,BROMLEY,BROMLEY,GREATER LONDON
133000,15/01/2016,CR7 8RU,33,FLAT 2,HIGH STREET,,THORNTON HEATH,CROYDON,GREATER LONDON
738000,12/02/2016,CR0 4GE,"MARINER BUSINESS CENTRE, 1",UNIT 4,KINGS WAY,,CROYDON,CROYDON,GREATER LONDON
305000,05/01/2016,SM1 2EQ,"MARTIN COURT, 18",FLAT 5,CAMDEN GARDENS,,SUTTON,SUTTON,GREATER LONDON
195000,10/02/2016,CR7 8LW,58,FLAT 1,PARCHMORE ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON
5500000,04/02/2016,BR2 9HS,93,,MASONS HILL,,BROMLEY,BROMLEY,GREATER LONDON
785000,26/01/2016,SE14 5PN,1,,TROUTBECK ROAD,,LONDON,LEWISHAM,GREATER LONDON
7000,04/02/2016,BR2 8AT,227,,SOUTHBOROUGH LANE,,BROMLEY,BROMLEY,GREATER LONDON
240000,05/02/2016,BR3 4PP,"CARLTON COURT, 23",FLAT 1,BECKENHAM ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
245000,05/02/2016,BR3 4PP,"CARLTON COURT, 23",FLAT 1,BECKENHAM ROAD,,BECKENHAM,BROMLEY,GREATER LONDON
175000,26/01/2016,CR7 6EQ,"GALA COURT, 795",FLAT 30,LONDON ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON
550000,06/01/2016,SE19 2AW,22,,HAMLET ROAD,,LONDON,BROMLEY,GREATER LONDON
215000,19/01/2016,CR0 8EA,DEVONSHIRE COURT,FLAT 12,WICKHAM ROAD,,CROYDON,CROYDON,GREATER LONDON
5000,05/02/2016,,GARAGE 6,,WARWICK GARDENS,,THORNTON HEATH,CROYDON,GREATER LONDON
259000,19/01/2016,SE20 8AX,15C,,VERSAILLES ROAD,,LONDON,BROMLEY,GREATER LONDON
775000,01/02/2016,SW9 8JW,38,,ATLANTIC ROAD,,LONDON,LAMBETH,GREATER LONDON
320000,12/02/2016,KT6 4PY,THE SHERATON,17,ST MARKS HILL,,SURBITON,KINGSTON UPON THAMES,GREATER LONDON
9980000,15/01/2016,SE1 3PL,45,,TANNER STREET,,LONDON,SOUTHWARK,GREATER LONDON
267000,25/01/2016,SE25 5NY,43,,COBDEN ROAD,,LONDON,CROYDON,GREATER LONDON
834500,12/02/2016,SW19 4TP,48,,SYCAMORE ROAD,,LONDON,MERTON,GREATER LONDON
240000,25/01/2016,CR2 6PQ,17,,CLIFFE ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON
200000,25/01/2016,CR2 6PQ,17,,CLIFFE ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON
280000,25/01/2016,CR2 6PQ,17,,CLIFFE ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON
160000,02/02/2016,CR2 8LD,206A,,ADDINGTON ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON
576907,18/02/2016,CR2 8RB,62,,ADDINGTON ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON
400000,12/01/2016,SM3 9HS,123,,STONECOT HILL,,SUTTON,SUTTON,GREATER LONDON
151000,08/02/2016,SE25 6EE,COMMERCIAL BUILDINGS,5,HIGH STREET,,LONDON,CROYDON,GREATER LONDON
2200000,03/02/2016,TW9 1PG,11,,OLD PALACE LANE,,RICHMOND,RICHMOND UPON THAMES,GREATER LONDON
470000,18/02/2016,KT9 1NJ,136,,CLAYTON ROAD,,CHESSINGTON,KINGSTON UPON THAMES,GREATER LONDON
320000,09/02/2016,SE25 6QU,SANGLEY COURT,2,SANGLEY ROAD,,LONDON,CROYDON,GREATER LONDON
635000,29/01/2016,SW14 7HX,107,,LOWER RICHMOND ROAD,,LONDON,RICHMOND UPON THAMES,GREATER LONDON
287000,20/01/2016,CR7 7HE,46,,WOODCROFT ROAD,,THORNTON HEATH,CROYDON,GREATER LONDON
331000,15/01/2016,CR0 2HF,35,,LIMES ROAD,,CROYDON,CROYDON,GREATER LONDON
3750000,18/01/2016,KT3 4QP,"PARK HOUSE, 87",,BURLINGTON ROAD,,NEW MALDEN,KINGSTON UPON THAMES,GREATER LONDON
500000,03/02/2016,CR0 6TB,74,,CROSS ROAD,,CROYDON,CROYDON,GREATER LONDON
1350000,22/01/2016,KT1 1JH,30,,MARKET PLACE,,KINGSTON UPON THAMES,KINGSTON UPON THAMES,GREATER LONDON
330000,03/02/2016,CR2 0PA,8,,SANDERSTEAD ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON
240000,05/02/2016,CR0 3LD,14,,BISHOPS ROAD,,CROYDON,CROYDON,GREATER LONDON
435000,22/01/2016,CR2 6PT,333,,SELSDON ROAD,,SOUTH CROYDON,CROYDON,GREATER LONDON
465000,03/02/2016,SW16 4LF,239,,NORBURY CRESCENT,,LONDON,CROYDON,GREATER LONDON
450000,19/02/2016,DA17 5GD,1,,GRANT CLOSE,,BELVEDERE,BEXLEY,GREATER LONDON
1000000,25/01/2016,N3 3ES,19,,BROUGHTON AVENUE,,LONDON,BARNET,GREATER LONDON
430000,22/01/2016,HA9 8BU,75,,WEMBLEY HILL ROAD,,WEMBLEY,BRENT,GREATER LONDON
7766667,15/01/2016,SW7 1BB,20A,,RUTLAND GATE,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
1575000,08/02/2016,NW1 6AR,CLARENCE GATE GARDENS,FLAT 183,GLENTWORTH STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
350000,12/02/2016,NW8 7EL,NORTH GATE,FLAT 106,PRINCE ALBERT ROAD,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
630000,26/01/2016,IG1 3NF,36,,LINCOLN GARDENS,,ILFORD,REDBRIDGE,GREATER LONDON
9000,29/01/2016,N8 0BD,148,,WIGHTMAN ROAD,,LONDON,HARINGEY,GREATER LONDON
300000,20/01/2016,IG1 2XA,3,,STAINES ROAD,,ILFORD,REDBRIDGE,GREATER LONDON
1400000,05/02/2016,W1H 5TE,CUMBERLAND MANSIONS,FLAT 10,GEORGE STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
3150000,01/02/2016,TW3 1DA,"CRANESHAW HOUSE, 8",,DOUGLAS ROAD,,HOUNSLOW,HOUNSLOW,GREATER LONDON
7710000,29/01/2016,SW5 9SU,20,,PENYWERN ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
4500000,01/02/2016,UB4 0SA,466 - 468,,UXBRIDGE ROAD,,HAYES,HILLINGDON,GREATER LONDON
1043000,15/01/2016,E5 8SQ,71,,REIGHTON ROAD,,LONDON,HACKNEY,GREATER LONDON
1000000,14/01/2016,EC2Y 9DT,05-Jun,,FORE STREET AVENUE,,LONDON,CITY OF LONDON,GREATER LONDON
16000000,15/01/2016,EC1M 6AJ,23 - 28,,CHARTERHOUSE SQUARE,,LONDON,ISLINGTON,GREATER LONDON
16000000,15/01/2016,EC1M 6AJ,23 - 28,,CHARTERHOUSE SQUARE,,LONDON,ISLINGTON,GREATER LONDON
293000,29/01/2016,RM10 8ES,12,,SURREY ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
295000,14/01/2016,N9 0SG,22,,HARTON ROAD,,LONDON,ENFIELD,GREATER LONDON
65000,28/01/2016,,GARAGE 6,,POPLAR GROVE,,WEMBLEY,BRENT,GREATER LONDON
3500000,20/01/2016,EC1Y 8PD,14,,DUFFERIN STREET,,LONDON,ISLINGTON,GREATER LONDON
725000,13/01/2016,HA0 1NR,UNIT 18,,ABBEY INDUSTRIAL ESTATE,,WEMBLEY,BRENT,GREATER LONDON
250000,05/02/2016,TW14 9BP,90,,BEDFONT LANE,,FELTHAM,HOUNSLOW,GREATER LONDON
285000,24/02/2016,W6 7QR,ROYSTON HOUSE,FLAT 3,SULGRAVE ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
600000,08/02/2016,N17 8AG,741,,HIGH ROAD,TOTTENHAM,LONDON,HARINGEY,GREATER LONDON
1650000,28/01/2016,W1J 7AR,23,FLAT 3,DOWN STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
320000,04/02/2016,HA3 5LX,10,,CARMELITE WAY,,HARROW,HARROW,GREATER LONDON
290000,29/01/2016,E14 0QA,THESEUS HOUSE,FLAT 18,BLAIR STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
640000,01/02/2016,N1 5DD,AVEBURY COURT,44,COLVILLE ESTATE,,LONDON,HACKNEY,GREATER LONDON
200000,27/01/2016,IG11 7HX,11,,THE COVERDALES,,BARKING,BARKING AND DAGENHAM,GREATER LONDON
1440000,12/02/2016,IG2 6RG,604 - 606,,CRANBROOK ROAD,,ILFORD,REDBRIDGE,GREATER LONDON
224400,12/02/2016,RM1 1DA,78,,NORTH STREET,,ROMFORD,HAVERING,GREATER LONDON
183000,12/02/2016,RM1 1DA,76,,NORTH STREET,,ROMFORD,HAVERING,GREATER LONDON
11500000,21/01/2016,E1 8DX,10,,WHITECHAPEL HIGH STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
125000,05/02/2016,E12 5PL,1,FLAT 2,TREVELYAN AVENUE,,LONDON,NEWHAM,GREATER LONDON
125000,05/02/2016,E12 5PL,1,FLAT 3,TREVELYAN AVENUE,,LONDON,NEWHAM,GREATER LONDON
125000,05/02/2016,E12 5PL,1,FLAT 6,TREVELYAN AVENUE,,LONDON,NEWHAM,GREATER LONDON
125000,05/02/2016,E12 5PL,1,FLAT 1,TREVELYAN AVENUE,,LONDON,NEWHAM,GREATER LONDON
125000,05/02/2016,E12 5PL,1,FLAT 5,TREVELYAN AVENUE,,LONDON,NEWHAM,GREATER LONDON
258000,22/02/2016,RM9 6LX,159,,DOWNING ROAD,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
210000,09/02/2016,E11 3GA,"TOPAZ COURT, 580",FLAT 42,HIGH ROAD LEYTONSTONE,,LONDON,WALTHAM FOREST,GREATER LONDON
275000,09/02/2016,E11 3GA,"TOPAZ COURT, 580",FLAT 45,HIGH ROAD LEYTONSTONE,,LONDON,WALTHAM FOREST,GREATER LONDON
346000,04/02/2016,E10 6QR,14,,SEDGWICK ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON
425000,02/02/2016,E4 7LY,44,,KINGS HEAD HILL,,LONDON,WALTHAM FOREST,GREATER LONDON
1590000,19/01/2016,E1 6QS,2,,PECKS YARD,,LONDON,TOWER HAMLETS,GREATER LONDON
258000,22/01/2016,N7 7RY,53,,CORKER WALK,,LONDON,ISLINGTON,GREATER LONDON
450000,15/02/2016,E8 1AW,"ALBION WORKS STUDIOS, 63",FLAT 4,SIGDON ROAD,,LONDON,HACKNEY,GREATER LONDON
45000,12/01/2016,EC2A 3HY,85,THIRD FLOOR,GREAT EASTERN STREET,,LONDON,HACKNEY,GREATER LONDON
205000,29/01/2016,RM7 7LP,FERN COURT,FLAT 6,COTTONS APPROACH,,ROMFORD,HAVERING,GREATER LONDON
125000,24/02/2016,E13 8BE,34,,HERBERT STREET,,LONDON,NEWHAM,GREATER LONDON
345000,19/01/2016,E14 9HQ,3,FLAT 2809,PAN PENINSULA SQUARE,,LONDON,TOWER HAMLETS,GREATER LONDON
270000,26/01/2016,E17 8BJ,168,,MARKHOUSE ROAD,,LONDON,WALTHAM FOREST,GREATER LONDON
158000,27/01/2016,E6 3DR,61,,COMPTON AVENUE,,LONDON,NEWHAM,GREATER LONDON
325000,02/02/2016,RM12 6DD,227,,GOODWOOD AVENUE,,HORNCHURCH,HAVERING,GREATER LONDON
250000,12/02/2016,RM8 1NB,134,,TEMPLE AVENUE,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
275000,22/01/2016,RM9 5BD,151,,OSBORNE SQUARE,,DAGENHAM,BARKING AND DAGENHAM,GREATER LONDON
325000,27/01/2016,HA3 6QS,6,,MEPHAM GARDENS,,HARROW,HARROW,GREATER LONDON
275000,18/01/2016,N3 2JL,79,,LICHFIELD GROVE,,LONDON,BARNET,GREATER LONDON
5500000,15/01/2016,W1J 7ET,12,,BRICK STREET,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
203726,08/01/2016,UB2 5AX,39,,HARTINGTON ROAD,,SOUTHALL,EALING,GREATER LONDON
950000,19/02/2016,HA4 8LS,120A,,HIGH STREET,,RUISLIP,HILLINGDON,GREATER LONDON
565000,29/01/2016,SW3 2SE,13,FLAT 5,DRAYCOTT PLACE,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
405000,22/01/2016,W8 6QL,"COURTLEIGH, 126",FLAT 25,EARLS COURT ROAD,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
3150000,08/01/2016,UB3 1BY,32,,BLYTH ROAD,,HAYES,HILLINGDON,GREATER LONDON
470000,12/01/2016,W5 3AX,GILBERT COURT,FLAT 44,GREEN VALE,,LONDON,EALING,GREATER LONDON
270000,08/01/2016,NW9 0AJ,86,,BUCK LANE,,LONDON,BRENT,GREATER LONDON
800000,15/01/2016,W2 6BA,23,FLAT 2,BISHOPS BRIDGE ROAD,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
676000,16/02/2016,W5 3PH,119,FLAT 1,GRANGE ROAD,,LONDON,EALING,GREATER LONDON
450000,22/02/2016,NW2 1AG,73,,CLAREMONT ROAD,,LONDON,BARNET,GREATER LONDON
475000,08/02/2016,SW6 2LT,99,FLAT C,STEPHENDALE ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
482000,19/02/2016,E1 4LS,12,,ERNEST STREET,,LONDON,TOWER HAMLETS,GREATER LONDON
270000,29/01/2016,EN1 1EG,107,,ROMAN WAY,,ENFIELD,ENFIELD,GREATER LONDON
5350000,29/01/2016,N1 1RL,213 - 215,,UPPER STREET,,LONDON,ISLINGTON,GREATER LONDON
1850000,20/01/2016,SW1X 7AR,4A,,WILTON MEWS,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
532150,01/02/2016,NW8 9UT,118,GROUND FLOOR FLAT,HAMILTON TERRACE,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
26237000,29/01/2016,N20 0PD,1201,,HIGH ROAD,,LONDON,BARNET,GREATER LONDON
421000,25/01/2016,NW2 3AX,166,FLAT 4,WALM LANE,,LONDON,BRENT,GREATER LONDON
4100000,11/02/2016,NW8 0AS,38,,ABBEY ROAD,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
560000,05/01/2016,W5 2NB,59,,EALING VILLAGE,,LONDON,EALING,GREATER LONDON
412000,02/02/2016,NW6 7SY,"CLEVELAND MANSIONS, 44 - 46",FLAT 9,WILLESDEN LANE,,LONDON,BRENT,GREATER LONDON
465000,12/02/2016,NW2 1BB,85,,PRAYLE GROVE,,LONDON,BARNET,GREATER LONDON
4250000,02/02/2016,W11 3TH,13,FLAT 4,HOLLAND PARK,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
4400000,02/02/2016,W11 3TH,13,FLAT 3,HOLLAND PARK,,LONDON,KENSINGTON AND CHELSEA,GREATER LONDON
975000,15/02/2016,W2 2PL,QUADRANGLE TOWER,FLAT 108,CAMBRIDGE SQUARE,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
380000,22/01/2016,W14 9UQ,"LICKEY HOUSE, 243",FLAT 48,NORTH END ROAD,,LONDON,HAMMERSMITH AND FULHAM,GREATER LONDON
330000,29/01/2016,NW8 9HH,BRONWEN COURT,FLAT 29,GROVE END ROAD,,LONDON,CITY OF WESTMINSTER,GREATER LONDON
